Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,195.000000,196.259995,192.559998,193.320007,174.212601,40766079
2018-02-13,193.720001,195.860001,192.820007,193.000000,173.924225,30184717
2018-02-14,195.179993,196.320007,192.720001,195.699997,176.357346,35424730
2018-02-15,197.300003,200.050003,196.979996,198.500000,178.880615,48541201
2018-02-16,199.440002,200.199997,197.860001,200.050003,180.277405,52709789
2018-02-19,200.699997,202.600006,200.300003,201.000000,181.133499,30775951
2018-02-20,201.750000,202.699997,200.000000,201.050003,181.178558,55803915
2018-02-21,201.000000,202.600006,199.899994,202.100006,182.124771,73438598
2018-02-22,207.800003,215.000000,207.800003,211.000000,190.145111,108366042
2018-02-23,208.500000,210.699997,208.500000,209.800003,189.063721,46441488
2018-02-26,209.899994,211.399994,208.500000,208.500000,187.892212,45828616
2018-02-27,209.699997,212.300003,209.199997,212.000000,191.046295,75807825
2018-02-28,210.949997,215.800003,210.899994,213.500000,192.398026,81046305
2018-03-01,211.250000,212.750000,210.350006,211.250000,192.170593,55056984
2018-03-02,208.899994,210.500000,204.000000,205.300003,186.757996,61214079
2018-03-05,204.350006,207.199997,204.100006,207.199997,188.486389,86995443
2018-03-06,210.000000,212.850006,209.199997,211.350006,192.261597,56515338
2018-03-07,211.350006,212.149994,210.250000,210.949997,191.897720,72558950
2018-03-08,213.000000,213.250000,210.550003,212.300003,193.125778,46362521
2018-03-09,212.699997,213.149994,210.000000,210.750000,191.715775,40946591
2018-03-12,212.050003,214.149994,210.800003,211.500000,192.398026,39289664
2018-03-13,211.800003,213.350006,209.649994,209.699997,190.760605,47728134
2018-03-14,209.100006,209.399994,207.250000,207.399994,188.668320,51810247
2018-03-15,207.399994,209.000000,205.500000,207.000000,188.304459,72189652
2018-03-16,206.350006,210.600006,205.949997,209.500000,190.578659,64316443
2018-03-19,215.000000,220.100006,213.800003,217.000000,197.401291,100833219
2018-03-20,216.050003,217.399994,215.699997,215.949997,196.446121,48334830
2018-03-21,215.550003,216.050003,210.000000,211.449997,192.352554,47770479
2018-03-22,209.649994,210.850006,205.949997,207.000000,188.304459,40465039
2018-03-23,205.100006,205.649994,202.399994,204.350006,185.893799,51836215
2018-03-26,204.949997,207.699997,204.050003,205.899994,187.303787,49037824
2018-03-27,208.100006,209.350006,205.600006,206.149994,187.531219,43549367
2018-03-28,205.050003,206.000000,202.250000,206.000000,187.394760,52744816
2018-03-29,207.100006,208.250000,204.149994,206.500000,187.849609,64604049
2018-04-03,205.300003,210.000000,205.199997,206.850006,188.167999,56800094
2018-04-04,207.000000,208.100006,202.550003,207.399994,188.668320,40605934
2018-04-05,211.350006,212.199997,208.800003,212.199997,193.034821,50014939
2018-04-06,211.899994,211.899994,209.550003,209.550003,190.624146,39367016
2018-04-09,211.250000,211.399994,208.000000,211.199997,192.125107,40824992
2018-04-10,212.699997,214.800003,211.649994,214.750000,195.354477,47633985
2018-04-11,213.949997,215.600006,213.350006,214.600006,195.218063,57975849
2018-04-12,214.550003,216.800003,214.500000,216.000000,196.491608,35579006
2018-04-13,216.750000,219.100006,212.800003,213.350006,194.080948,49698774
2018-04-16,215.000000,216.399994,213.399994,213.800003,194.490295,124872788
2018-04-17,213.949997,213.949997,211.500000,211.750000,192.625443,47065417
2018-04-18,212.449997,214.350006,211.100006,214.000000,194.672241,57783345
2018-04-19,213.949997,215.750000,213.550003,214.199997,194.854156,57974131
2018-04-20,215.300003,216.649994,214.350006,215.500000,196.036758,41349994
2018-04-23,215.350006,216.649994,214.649994,216.350006,196.810013,118217783
2018-04-24,216.750000,216.750000,214.600006,215.399994,195.945786,32704204
2018-04-25,213.850006,215.449997,212.000000,213.000000,193.762543,54388956
2018-04-26,208.500000,217.649994,207.199997,210.000000,191.033493,87651927
2018-04-27,210.500000,210.649994,206.699997,208.949997,190.078323,72486645
2018-04-30,208.800003,209.449997,206.949997,207.250000,188.531876,57926034
2018-05-01,206.750000,208.300003,205.149994,205.500000,186.939911,26414858
2018-05-02,205.899994,206.750000,204.050003,205.449997,186.894440,55382600
2018-05-03,205.649994,206.550003,202.050003,202.699997,184.392807,50081359
2018-05-04,202.000000,205.600006,200.850006,205.600006,187.030899,79776275
2018-05-08,206.100006,207.199997,203.699997,206.899994,188.213486,61290361
2018-05-09,207.199997,211.199997,207.199997,210.949997,191.897720,47175088
2018-05-10,213.500000,214.600006,210.899994,213.800003,194.490295,39586132
2018-05-11,213.699997,214.649994,212.199997,214.449997,195.081604,24559430
2018-05-14,214.250000,216.800003,211.550003,211.899994,192.761902,30761349
2018-05-15,212.250000,213.300003,210.600006,211.600006,192.488998,33125052
2018-05-16,211.100006,211.949997,208.500000,208.500000,189.668976,35591185
2018-05-17,209.100006,210.050003,207.850006,209.000000,190.123825,52548787
2018-05-18,209.000000,209.800003,206.649994,207.500000,188.759293,47992028
2018-05-21,208.649994,210.750000,208.199997,208.899994,190.032852,31741219
2018-05-22,209.550003,211.550003,208.600006,211.100006,192.034164,36993710
2018-05-23,212.149994,212.649994,207.500000,208.800003,189.941879,48188515
2018-05-24,209.050003,209.800003,205.050003,205.300003,186.757996,56732534
2018-05-25,206.649994,208.050003,203.050003,206.199997,187.576706,42638275
2018-05-29,203.550003,203.699997,197.119995,198.759995,180.808670,80551999
2018-05-30,198.500000,199.580002,196.259995,199.179993,181.190720,63534542
2018-05-31,199.699997,201.050003,196.259995,197.240005,179.425934,66922727
2018-06-01,198.619995,203.199997,198.619995,201.899994,183.665070,44908763
2018-06-04,203.149994,204.699997,202.250000,204.550003,186.075729,36941868
2018-06-05,203.449997,203.449997,197.800003,197.800003,179.935364,52802094
2018-06-06,198.279999,201.649994,197.720001,201.250000,183.073761,98506035
2018-06-07,201.250000,203.399994,200.250000,201.149994,182.982803,40826403
2018-06-08,200.149994,200.600006,197.880005,199.000000,181.026978,35815683
2018-06-11,200.750000,201.449997,199.500000,200.000000,181.936676,39582247
2018-06-12,201.000000,201.449997,198.580002,198.820007,180.863235,58642308
2018-06-13,199.199997,200.149994,197.720001,197.880005,180.008148,52338989
2018-06-14,197.339996,201.250000,195.679993,200.600006,182.482468,53958702
2018-06-15,199.960007,200.899994,194.000000,194.539993,176.969788,76095469
2018-06-18,194.759995,197.160004,193.580002,194.960007,177.351868,26562810
2018-06-19,192.160004,194.139999,190.479996,193.000000,175.568893,52893403
2018-06-20,194.500000,196.380005,193.520004,193.699997,176.205658,43594187
2018-06-21,193.679993,194.240005,189.300003,190.199997,173.021774,45896670
2018-06-22,190.860001,194.500000,190.479996,194.020004,176.496765,31857132
2018-06-25,192.580002,192.960007,190.300003,190.460007,173.258270,30477268
2018-06-26,190.860001,192.059998,188.919998,189.059998,171.984726,31013944
2018-06-27,189.479996,189.899994,186.020004,188.000000,171.020462,81278782
2018-06-28,186.759995,190.220001,186.580002,189.919998,172.767059,40182754
2018-06-29,191.839996,193.100006,188.880005,189.000000,171.930145,40829966
2018-07-02,186.779999,187.580002,184.919998,185.399994,168.655289,45534173
2018-07-03,186.020004,186.880005,184.419998,185.759995,168.982773,112941066
2018-07-04,185.039993,186.839996,185.039993,185.759995,168.982773,49836923
2018-07-05,186.020004,189.039993,186.020004,186.600006,169.746918,29031826
2018-07-06,186.860001,187.300003,184.940002,186.500000,169.655945,26715611
2018-07-09,186.500000,188.979996,186.080002,188.380005,171.366135,48483437
2018-07-10,188.580002,191.380005,186.020004,186.479996,169.637756,31844390
2018-07-11,186.000000,188.199997,183.539993,187.460007,170.529251,55985713
2018-07-12,188.139999,190.460007,185.880005,189.500000,172.384979,76077919
2018-07-13,190.479996,191.199997,189.160004,189.679993,172.548737,35192127
2018-07-16,190.000000,193.759995,188.860001,189.690002,172.557831,38742128
2018-07-17,191.240005,192.779999,188.360001,188.360001,171.347961,48822488
2018-07-18,188.940002,190.000000,186.119995,188.899994,171.839172,43510397
2018-07-19,188.639999,190.139999,185.440002,185.520004,168.764450,49980327
2018-07-20,185.240005,187.080002,183.320007,186.779999,169.910660,45066501
2018-07-23,186.500000,187.339996,184.960007,186.580002,169.728714,42342468
2018-07-24,188.000000,191.059998,187.240005,189.339996,172.239426,129353852
2018-07-25,189.220001,190.880005,187.259995,188.000000,171.020462,40256331
2018-07-26,188.919998,190.339996,188.500000,189.179993,172.093887,25851699
2018-07-27,191.059998,191.440002,190.100006,190.899994,173.658554,43018685
2018-07-30,190.119995,193.839996,190.000000,192.960007,175.532501,33163761
2018-07-31,192.740005,196.119995,192.419998,193.960007,176.442184,35121549
2018-08-01,195.020004,195.759995,190.300003,191.699997,174.386292,133232332
2018-08-02,197.500000,197.500000,185.179993,186.539993,169.692322,195187405
2018-08-03,186.940002,190.940002,186.940002,188.699997,171.657242,45961471
2018-08-06,188.899994,189.419998,186.839996,188.559998,171.529892,181057065
2018-08-07,188.559998,190.240005,187.000000,189.360001,172.257645,35712022
2018-08-08,189.259995,193.600006,189.100006,193.119995,175.678040,45918718
2018-08-09,191.339996,191.720001,189.220001,191.500000,176.489059,31744420
2018-08-10,190.380005,190.559998,186.080002,187.639999,172.931641,41570399
2018-08-13,186.559998,187.440002,184.440002,184.500000,170.037766,35928796
2018-08-14,184.820007,185.520004,183.300003,183.960007,169.540100,65386513
2018-08-15,185.179993,185.259995,179.240005,179.800003,165.706192,94325775
2018-08-16,180.600006,182.419998,180.000000,182.179993,167.899612,37612805
2018-08-17,182.360001,184.179993,181.539993,182.600006,168.286713,24124066
2018-08-20,183.179993,185.020004,182.839996,183.720001,169.318909,28754161
2018-08-21,182.779999,185.339996,182.699997,184.399994,169.945587,28271396
2018-08-22,183.880005,185.899994,183.759995,185.199997,170.682907,31380373
2018-08-23,185.360001,185.660004,183.139999,183.139999,168.784363,48603130
2018-08-24,182.360001,185.000000,182.360001,183.660004,169.263611,27437058
2018-08-28,185.000000,185.539993,182.940002,183.699997,169.300476,27523590
2018-08-29,183.539993,183.979996,180.039993,181.440002,167.217636,38206958
2018-08-30,181.380005,181.380005,178.199997,178.300003,164.323761,39664086
2018-08-31,178.800003,178.880005,175.179993,175.699997,161.927567,55999433
2018-09-03,176.899994,177.800003,176.240005,177.520004,163.604889,42328205
2018-09-04,178.720001,181.100006,178.000000,181.020004,166.830566,46907935
2018-09-05,180.240005,180.559998,177.740005,178.000000,164.047287,87522028
2018-09-06,177.740005,178.639999,175.940002,176.199997,162.388367,56094829
2018-09-07,176.220001,176.279999,172.419998,174.500000,160.821625,55377621
2018-09-10,174.639999,177.259995,173.500000,176.800003,162.941345,108272589
2018-09-11,176.580002,176.800003,173.699997,174.740005,161.042816,46928387
2018-09-12,174.500000,174.740005,171.740005,172.220001,158.720352,44363997
2018-09-13,172.639999,174.320007,171.740005,172.199997,158.701920,37694060
2018-09-14,172.000000,172.419998,171.000000,171.080002,157.669724,52296269
2018-09-17,170.619995,171.779999,169.199997,171.139999,157.725006,37770697
2018-09-18,170.800003,171.220001,169.100006,169.460007,156.176697,37577249
2018-09-19,169.000000,173.399994,168.339996,173.119995,159.549789,65874933
2018-09-20,174.100006,175.240005,173.419998,174.259995,160.600433,53951833
2018-09-21,175.300003,177.759995,174.619995,176.500000,162.664856,91188368
2018-09-24,175.800003,177.619995,175.520004,175.979996,162.185623,27564081
2018-09-25,175.979996,176.380005,174.520004,175.119995,161.393036,72762296
2018-09-26,175.179993,176.100006,173.979996,175.600006,161.835403,35147625
2018-09-27,174.779999,177.259995,173.800003,176.679993,162.830734,66701076
2018-09-28,175.000000,175.179993,170.880005,171.779999,158.314835,59694245
2018-10-01,172.699997,174.139999,170.699997,172.399994,158.886230,51310092
2018-10-02,171.399994,171.559998,169.399994,170.279999,156.932419,54657741
2018-10-03,171.600006,172.899994,170.399994,172.520004,158.996841,61715180
2018-10-04,172.100006,176.479996,171.660004,174.300003,160.637314,53882628
2018-10-05,175.100006,175.820007,172.940002,172.940002,159.383911,44503624
2018-10-08,172.479996,172.559998,168.559998,169.000000,155.752762,34660360
2018-10-09,169.960007,169.960007,167.179993,167.759995,154.609955,33198560
2018-10-10,168.000000,173.440002,167.500000,171.639999,158.185822,108893129
2018-10-11,169.000000,170.860001,167.320007,168.000000,154.831131,78297935
2018-10-12,167.699997,170.500000,164.940002,165.000000,152.066284,66516750
2018-10-15,164.139999,165.059998,162.720001,163.360001,150.554840,43756978
2018-10-16,163.399994,164.000000,161.240005,162.839996,150.075607,40971219
2018-10-17,163.399994,165.139999,162.800003,164.960007,152.029449,39514446
2018-10-18,165.220001,166.179993,164.119995,165.000000,152.066284,54750514
2018-10-19,164.800003,164.979996,162.479996,163.419998,150.610138,39041376
2018-10-22,164.860001,166.100006,164.279999,165.320007,152.361221,65195405
2018-10-23,163.240005,166.220001,163.199997,165.759995,152.766724,63482466
2018-10-24,169.000000,171.880005,164.119995,170.699997,157.319489,78197132
2018-10-25,169.759995,174.100006,168.919998,172.059998,158.572891,49989302
2018-10-26,170.000000,170.160004,166.460007,168.059998,154.886429,53724595
2018-10-29,168.399994,174.240005,167.759995,173.000000,159.439209,41751357
2018-10-30,173.020004,173.220001,169.160004,169.960007,156.637512,36174619
2018-10-31,171.960007,173.699997,171.339996,172.500000,158.978394,64958723
2018-11-01,172.460007,178.279999,171.779999,175.539993,161.780090,52198345
2018-11-02,178.500000,181.000000,175.720001,175.720001,161.945999,145881987
2018-11-05,176.380005,176.580002,174.800003,174.899994,161.190277,23418021
2018-11-06,175.000000,175.619995,171.979996,172.960007,159.402359,26906631
2018-11-07,173.100006,176.639999,173.100006,175.399994,161.651077,45259728
2018-11-08,176.139999,180.000000,176.139999,178.899994,164.876709,36094586
2018-11-09,176.800003,178.000000,173.339996,176.800003,162.941345,41871763
2018-11-12,177.199997,177.220001,170.619995,170.740005,157.356369,43030561
2018-11-13,171.699997,175.580002,170.860001,175.460007,161.706390,43385986
2018-11-14,175.000000,176.759995,172.520004,173.580002,159.973755,34710962
2018-11-15,173.020004,174.440002,160.479996,166.440002,153.393417,98099954
2018-11-16,167.479996,168.940002,163.440002,164.979996,152.047867,57852586
2018-11-19,165.000000,167.800003,165.000000,166.080002,153.061646,23590867
2018-11-20,164.800003,165.919998,160.679993,161.539993,148.877502,37539709
2018-11-21,163.039993,166.919998,162.020004,166.639999,153.577744,40538141
2018-11-22,166.740005,167.580002,164.399994,165.520004,152.545547,33473310
2018-11-23,165.399994,167.500000,163.059998,164.539993,151.642334,36989462
2018-11-26,166.460007,169.300003,166.460007,168.699997,155.476273,35798057
2018-11-27,167.020004,169.000000,165.119995,168.360001,155.162903,35348177
2018-11-28,168.479996,170.080002,166.160004,166.800003,153.725204,46528217
2018-11-29,167.399994,169.000000,166.380005,167.240005,154.130707,48274071
2018-11-30,167.559998,167.559998,161.539993,162.880005,150.112473,56930709
2018-12-03,165.039993,167.539993,162.779999,163.399994,150.591705,39053819
2018-12-04,164.100006,165.520004,158.880005,159.119995,146.647217,77755231
2018-12-05,155.080002,161.339996,153.440002,158.460007,146.038956,69986594
2018-12-06,157.020004,157.179993,152.380005,153.320007,141.301849,69360218
2018-12-07,154.220001,157.639999,153.320007,154.360001,142.260330,52239594
2018-12-10,153.399994,155.380005,152.220001,153.360001,141.338715,61971887
2018-12-11,152.199997,155.320007,151.160004,154.039993,141.965393,53710603
2018-12-12,152.880005,159.479996,151.679993,159.000000,146.536606,85761698
2018-12-13,160.039993,163.259995,158.759995,159.020004,146.555054,55348886
2018-12-14,156.880005,159.000000,155.399994,158.440002,146.020508,44436672
2018-12-17,156.399994,158.380005,152.020004,152.839996,140.859467,60747200
2018-12-18,152.059998,155.100006,152.059998,152.199997,140.269638,38879220
2018-12-19,152.199997,153.500000,151.020004,151.460007,139.587646,33971431
2018-12-20,148.800003,150.300003,147.740005,147.839996,136.251389,83225321
2018-12-21,148.080002,149.000000,146.160004,149.000000,137.320465,104312937
2018-12-24,148.059998,149.419998,146.300003,146.360001,134.887421,21661736
2018-12-27,148.720001,149.240005,145.000000,146.080002,134.629364,28846377
2018-12-28,145.259995,150.399994,145.259995,150.139999,138.371109,23548059
2018-12-31,148.100006,150.520004,147.759995,150.520004,138.721329,11218424
2019-01-02,148.440002,151.199997,145.440002,150.679993,138.868774,30140271
2019-01-03,149.419998,154.220001,148.639999,150.259995,138.481720,43761563
2019-01-04,153.039993,156.580002,150.940002,155.100006,142.942322,34380996
2019-01-07,155.160004,157.100006,152.779999,155.419998,143.237228,41121106
2019-01-08,156.100006,159.240005,155.759995,157.320007,144.988312,23750186
2019-01-09,159.000000,159.000000,156.179993,156.820007,144.527496,29908109
2019-01-10,156.520004,159.460007,155.440002,159.339996,146.849960,24283222
2019-01-11,158.520004,158.860001,155.539993,157.220001,144.896149,29964836
2019-01-14,156.080002,159.300003,156.000000,159.119995,146.647217,39430540
2019-01-15,161.000000,162.360001,157.740005,159.100006,146.628784,31620615
2019-01-16,160.320007,161.860001,158.580002,161.399994,148.748474,52890246
2019-01-17,159.759995,161.139999,157.800003,160.380005,147.808441,25949153
2019-01-18,161.779999,166.020004,160.619995,165.860001,152.858871,40871801
2019-01-21,165.860001,165.940002,163.179993,164.960007,152.029449,19081195
2019-01-22,163.080002,164.100006,161.940002,163.259995,150.462677,23556175
2019-01-23,162.440002,163.220001,160.820007,162.860001,150.094040,16472115
2019-01-24,163.559998,164.559998,161.500000,162.660004,149.909714,23991637
2019-01-25,163.500000,164.419998,163.000000,164.100006,151.236862,29903977
2019-01-28,163.100006,163.100006,159.100006,160.080002,147.531952,26265295
2019-01-29,160.000000,162.539993,159.320007,161.300003,148.656326,64362766
2019-01-30,160.500000,162.460007,159.199997,161.839996,149.153992,51379013
2019-01-31,160.699997,161.800003,156.660004,158.179993,145.780884,49242728
2019-02-01,159.059998,159.539993,155.699997,158.619995,146.186401,48364111
2019-02-04,158.500000,159.600006,157.559998,158.399994,145.983643,35033974
2019-02-05,158.339996,161.539993,158.199997,160.520004,147.937469,35828717
2019-02-06,159.820007,161.839996,158.580002,161.580002,148.914368,42470095
2019-02-07,160.440002,161.360001,156.419998,156.419998,144.158844,44383164
2019-02-08,156.940002,158.039993,154.940002,155.940002,143.716476,33753322
2019-02-11,157.479996,157.919998,155.539993,156.839996,144.545914,23954410
2019-02-12,157.839996,158.580002,157.279999,158.059998,145.670288,18314982
2019-02-13,158.179993,159.059998,156.940002,158.020004,145.633438,16834071
2019-02-14,158.399994,159.360001,156.380005,156.960007,144.656525,16196805
2019-02-15,156.880005,159.940002,156.559998,159.500000,146.997406,24137384
2019-02-18,160.000000,160.139999,158.000000,158.119995,145.725571,21331507
2019-02-19,158.000000,159.059998,157.199997,159.000000,146.536606,24078775
2019-02-20,158.600006,161.399994,157.979996,160.880005,148.269241,46171558
2019-02-21,165.699997,168.639999,160.000000,160.779999,148.177094,54673325
2019-02-22,158.740005,160.320007,155.960007,156.139999,143.900787,64590604
2019-02-25,156.460007,159.720001,154.600006,159.220001,146.739365,123302392
2019-02-26,158.600006,165.300003,157.979996,164.899994,151.974121,94779694
2019-02-27,163.679993,168.360001,163.679993,166.899994,153.817368,54904955
2019-02-28,162.860001,166.080002,162.020004,164.160004,155.007111,48669408
2019-03-01,165.320007,165.380005,162.039993,162.500000,153.439651,37978418
2019-03-04,163.380005,165.199997,163.059998,163.740005,154.610535,56376661
2019-03-05,164.000000,165.619995,163.419998,164.559998,155.384811,153922400
2019-03-06,164.979996,166.419998,163.979996,165.320007,156.102432,82958305
2019-03-07,164.919998,165.479996,160.039993,162.279999,153.231934,53376219
2019-03-08,160.020004,160.660004,157.839996,158.779999,149.927063,48810878
2019-03-11,159.860001,161.000000,159.000000,161.000000,152.023300,29078530
2019-03-12,162.839996,165.520004,162.080002,162.860001,153.779587,51935288
2019-03-13,162.059998,164.699997,161.639999,163.899994,154.761597,106573971
2019-03-14,164.919998,167.059998,164.160004,164.979996,155.781387,45237564
2019-03-15,165.500000,165.940002,164.419998,165.940002,156.687866,69892412
2019-03-18,166.000000,166.220001,165.199997,166.220001,156.952240,41757822
2019-03-19,166.539993,169.440002,165.399994,168.600006,159.199570,37292304
2019-03-20,168.440002,168.919998,164.339996,164.440002,155.271500,50566922
2019-03-21,163.779999,164.199997,160.220001,160.580002,151.626709,40966425
2019-03-22,160.460007,162.000000,155.000000,155.440002,146.773300,54265702
2019-03-25,155.399994,156.539993,153.419998,155.539993,146.867722,33837424
2019-03-26,155.559998,156.160004,152.800003,153.300003,144.752625,39907078
2019-03-27,154.619995,157.820007,153.399994,155.539993,146.867722,47161776
2019-03-28,155.539993,155.979996,152.919998,153.080002,144.544876,29229204
2019-03-29,154.440002,155.399994,152.979996,154.679993,146.055664,33607623
2019-04-01,155.199997,158.580002,155.000000,158.320007,149.492722,33997748
2019-04-02,158.380005,161.139999,157.820007,160.000000,151.079041,29387265
2019-04-03,161.899994,164.160004,160.979996,164.000000,154.856033,108305713
2019-04-04,164.440002,165.259995,162.600006,164.660004,155.479233,46618350
2019-04-05,165.440002,165.820007,162.119995,162.759995,153.685150,46549562
2019-04-08,162.440002,163.320007,160.979996,162.119995,153.080841,27047782
2019-04-09,161.600006,163.899994,160.679993,161.440002,152.438766,22958172
2019-04-10,162.259995,162.899994,160.440002,161.139999,152.155487,15023648
2019-04-11,162.059998,164.880005,161.559998,163.679993,154.553864,25734878
2019-04-12,163.960007,167.720001,162.940002,165.960007,156.706741,37877028
2019-04-15,168.000000,168.520004,166.059998,167.679993,158.330841,35424658
2019-04-16,168.460007,169.360001,166.699997,167.399994,158.066452,30302038
2019-04-17,168.759995,170.080002,167.860001,168.919998,159.501709,37307158
2019-04-18,169.399994,170.000000,166.619995,169.399994,159.954941,36191982
2019-04-23,169.820007,170.460007,164.240005,166.580002,157.292175,38797261
2019-04-24,165.339996,167.100006,164.000000,166.380005,157.103333,69575842
2019-04-25,165.500000,165.500000,159.080002,160.399994,151.456757,39058951
2019-04-26,160.080002,161.679993,158.259995,161.039993,152.061066,32612328
2019-04-29,161.759995,164.720001,161.419998,164.699997,155.516998,31281940
2019-04-30,165.039993,165.399994,162.919998,164.279999,155.120407,43942256
2019-05-01,164.559998,167.080002,163.539993,163.539993,154.421677,15992214
2019-05-02,163.660004,166.139999,162.740005,164.539993,155.365906,21953392
2019-05-03,164.100006,165.960007,163.179993,163.679993,154.553864,30493616
2019-05-07,162.479996,162.899994,159.119995,159.419998,150.531387,57021032
2019-05-08,159.000000,159.800003,156.800003,159.559998,150.663589,36524855
2019-05-09,158.860001,159.000000,156.360001,156.860001,148.114120,67875683
2019-05-10,157.940002,159.759995,156.820007,157.520004,148.737335,32144009
2019-05-13,158.520004,158.979996,154.399994,155.100006,146.452271,27545969
2019-05-14,155.139999,157.720001,155.059998,157.639999,148.850647,22838968
2019-05-15,161.399994,161.399994,157.860001,160.000000,151.079041,33142294
2019-05-16,159.300003,160.979996,158.179993,160.679993,151.721130,21533907
2019-05-17,159.399994,160.119995,157.059998,158.740005,149.889313,21583524
2019-05-20,159.139999,159.460007,154.940002,156.360001,147.642014,25184744
2019-05-21,156.800003,158.800003,156.179993,157.000000,148.246323,30334065
2019-05-22,156.899994,157.440002,152.360001,152.820007,144.299377,69987679
2019-05-23,151.580002,151.820007,147.660004,149.500000,141.164474,39043440
2019-05-24,150.779999,151.559998,148.880005,149.259995,140.937866,29139281
2019-05-28,149.139999,150.860001,148.460007,150.660004,142.259827,48841492
2019-05-29,148.860001,150.919998,148.000000,150.759995,142.354233,29141132
2019-05-30,151.440002,153.779999,150.660004,150.899994,142.486420,22478909
2019-05-31,149.339996,150.440002,148.440002,149.339996,141.013412,46562842
2019-06-03,148.039993,150.320007,147.500000,149.479996,141.145599,44774283
2019-06-04,149.279999,154.399994,149.080002,154.100006,145.508011,49006117
2019-06-05,154.199997,154.199997,151.059998,152.500000,143.997223,67049984
2019-06-06,153.339996,153.520004,149.600006,151.240005,142.807480,31278842
2019-06-07,151.679993,152.559998,150.199997,151.059998,142.637512,21154119
2019-06-10,151.979996,153.740005,150.699997,153.080002,144.544876,21160315
2019-06-11,152.619995,154.059998,151.520004,152.220001,143.732834,22900404
2019-06-12,150.779999,151.300003,149.619995,150.479996,142.089844,24086085
2019-06-13,149.679993,150.119995,148.740005,149.520004,141.183380,31869890
2019-06-14,148.759995,149.320007,147.820007,149.000000,140.692368,24241710
2019-06-17,149.259995,151.639999,149.259995,150.740005,142.335358,26511504
2019-06-18,150.500000,152.740005,149.300003,151.600006,143.147400,30884820
2019-06-19,151.279999,153.860001,151.220001,153.220001,144.677078,30129518
2019-06-20,152.759995,153.520004,150.460007,150.479996,142.089844,27212037
2019-06-21,150.839996,152.639999,148.699997,148.699997,140.409088,79909331
2019-06-24,149.000000,149.860001,147.800003,148.460007,140.182480,58858446
2019-06-25,147.479996,147.639999,145.779999,146.899994,138.709457,27052544
2019-06-26,146.660004,149.300003,146.639999,149.300003,140.975632,40422872
2019-06-27,150.440002,151.880005,149.339996,150.000000,141.636612,21677392
2019-06-28,150.000000,150.839996,148.800003,149.800003,141.447769,27885051
2019-07-01,151.779999,153.080002,151.320007,152.520004,144.016113,93933886
2019-07-02,154.080002,154.720001,152.100006,153.779999,145.205841,26919563
2019-07-03,153.520004,154.979996,152.960007,154.979996,146.338943,21486262
2019-07-04,154.960007,156.440002,154.360001,155.960007,147.264313,19335461
2019-07-05,155.580002,158.460007,155.339996,157.220001,148.454056,38847901
2019-07-08,157.119995,159.000000,155.600006,156.919998,148.170776,84330908
2019-07-09,156.479996,157.220001,154.460007,156.440002,147.717545,24010608
2019-07-10,156.839996,158.940002,156.300003,156.479996,147.755295,34723823
2019-07-11,156.979996,158.139999,156.059998,157.940002,149.133911,28734987
2019-07-12,159.080002,159.839996,157.179993,157.199997,148.435165,23590936
